Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type, Item_MRP ,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size_Cleaned,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRD60,15.7,Low Fat,0.037289996,Soft Drinks,182.76,OUT049,1999,Medium,Tier 1,Supermarket Type1,3453.5046
FDJ14,10.3,Regular,0.050028809,Canned,80.1,OUT013,1987,High,Tier 3,Supermarket Type1,239.688
NCY29,13.65,Low Fat,0.077234113,Health and Hygiene,56.89,OUT046,1997,Small,Tier 1,Supermarket Type1,1188.453
NCP41,16.6,Low Fat,0.016197216,Health and Hygiene,108.86,OUT013,1987,High,Tier 3,Supermarket Type1,970.7364
FDK46,9.6,Low Fat,0.051571772,Snack Foods,258.46,OUT045,2002,Medium,Tier 2,Supermarket Type1,4673.916
FDI48,11.85,Regular,0.055672032,Baking Goods,50.57,OUT013,1987,High,Tier 3,Supermarket Type1,922.7988
FDX48,12.28,Regular,0.066336811,Baking Goods,154.17,OUT019,1985,Small,Tier 1,Grocery Store,617.8624
NCI29,8.6,Low Fat,0.032672263,Health and Hygiene,141.22,OUT049,1999,Medium,Tier 1,Supermarket Type1,709.077
FDL51,20.7,Regular,0.047491371,Dairy,213.99,OUT046,1997,Small,Tier 1,Supermarket Type1,2143.876
FDU21,11.8,Regular,0.077154417,Snack Foods,35.76,OUT017,2007,Medium,Tier 2,Supermarket Type1,577.2486
FDA08,13.22,Regular,0.087692636,Fruits and Vegetables,162.55,OUT019,1985,Small,Tier 1,Grocery Store,328.9052
FDK03,12.6,Regular,0.074221559,Dairy,255.94,OUT018,2009,Medium,Tier 3,Supermarket Type2,4832.3764
DRH39,20.7,Low Fat,0.092834313,Dairy,77.67,OUT049,1999,Medium,Tier 1,Supermarket Type1,2220.443
NCR18,15.85,Low Fat,0.020571083,Household,41.61,OUT018,2009,Medium,Tier 3,Supermarket Type2,255.6672
NCX42,6.36,Low Fat,0.005978595,Household,163.65,OUT046,1997,Small,Tier 1,Supermarket Type1,1151.1682
FDR15,9.3,Regular,0.033489979,Meat,156.63,OUT049,1999,Medium,Tier 1,Supermarket Type1,1241.0512
FDN60,12.28,Low Fat,0.166609517,Baking Goods,157.66,OUT019,1985,Small,Tier 1,Grocery Store,316.9208
FDH24,20.7,Low Fat,0.021552357,Baking Goods,157.03,OUT017,2007,Medium,Tier 2,Supermarket Type1,2985.4472
FDY50,13.43,Low Fat,0.130321652,Dairy,88.72,OUT027,1985,Medium,Tier 3,Supermarket Type3,3301.0364
FDT26,18.85,Regular,0.068059156,Dairy,120.34,OUT049,1999,Medium,Tier 1,Supermarket Type1,1797.66
NCC30,16.6,Low Fat,0.027573983,Household,176.63,OUT035,2004,Small,Tier 2,Supermarket Type1,2676.516
NCE43,12.5,Low Fat,0.103442268,Household,170.84,OUT046,1997,Small,Tier 1,Supermarket Type1,4942.8992
DRK39,7.02,Low Fat,0,Dairy,83.83,OUT017,2007,Medium,Tier 2,Supermarket Type1,1414.825
FDL16,12.85,Low Fat,0.168312678,Frozen Foods,45.91,OUT013,1987,High,Tier 3,Supermarket Type1,885.514
FDQ36,7.86,Regular,0.162205516,Baking Goods,36.28,OUT018,2009,Medium,Tier 3,Supermarket Type2,1155.8288
FDS34,19.35,Regular,0.076744561,Snack Foods,113.45,OUT035,2004,Small,Tier 2,Supermarket Type1,1593.9252
FDN32,17.5,Low Fat,0.015591925,Fruits and Vegetables,184.83,OUT045,2002,Medium,Tier 2,Supermarket Type1,2766.399
FDZ23,17.75,Regular,0.067639698,Baking Goods,187.62,OUT045,2002,Medium,Tier 2,Supermarket Type1,1491.392
DRL49,13.15,Low Fat,0.056516756,Soft Drinks,143.48,OUT049,1999,Medium,Tier 1,Supermarket Type1,854.8872
FDG33,5.37,Regular,0.140213762,Seafood,173.78,OUT035,2004,Small,Tier 2,Supermarket Type1,4637.9628
FDG04,13.1,Low Fat,0.006075007,Frozen Foods,187.59,OUT045,2002,Medium,Tier 2,Supermarket Type1,2432.1674
FDR04,7.08,Low Fat,0.022612742,Frozen Foods,97.01,OUT045,2002,Medium,Tier 2,Supermarket Type1,1944.136
FDF52,9.3,Low Fat,0.066770664,Frozen Foods,180.53,OUT035,2004,Small,Tier 2,Supermarket Type1,2189.1504
FDT36,12.3,Low Fat,0.186250852,Baking Goods,37.29,OUT010,1998,Medium,Tier 3,Grocery Store,176.437
FDH17,16.2,Regular,0.016639482,Frozen Foods,95.87,OUT013,1987,High,Tier 3,Supermarket Type1,1076.5986
NCL42,18.85,Low Fat,0.040599963,Household,244.01,OUT017,2007,Medium,Tier 2,Supermarket Type1,5635.3312
DRN35,8.01,Low Fat,0.070533748,Hard Drinks,34.25,OUT018,2009,Medium,Tier 3,Supermarket Type2,467.3916
FDL21,12.99,Regular,0.01251245,Snack Foods,38.75,OUT019,1985,Small,Tier 1,Grocery Store,79.896
FDX07,13.22,Regular,0.022807826,Fruits and Vegetables,183.5,OUT027,1985,Medium,Tier 3,Supermarket Type3,4577.375
FDW16,17.35,Regular,0.041474232,Frozen Foods,93.08,OUT046,1997,Small,Tier 1,Supermarket Type1,826.9236
FDS11,11.35,Regular,0.055289464,Breads,222.51,OUT027,1985,Medium,Tier 3,Supermarket Type3,7158.6816
NCZ54,14.65,Low Fat,0.083698962,Household,163.46,OUT018,2009,Medium,Tier 3,Supermarket Type2,2599.2832
FDH32,12.8,Low Fat,0.076045655,Fruits and Vegetables,96.54,OUT035,2004,Small,Tier 2,Supermarket Type1,3765.099
NCQ17,13.14,Low Fat,0.116366304,Health and Hygiene,158.36,OUT027,1985,Medium,Tier 3,Supermarket Type3,4068.038
FDK38,6.65,Low Fat,0.053279839,Canned,147.77,OUT035,2004,Small,Tier 2,Supermarket Type1,2078.6276
NCF55,6.68,Low Fat,0.021648305,Household,35.69,OUT013,1987,High,Tier 3,Supermarket Type1,952.7598
FDW39,6.69,Regular,0.037060755,Meat,176.84,OUT018,2009,Medium,Tier 3,Supermarket Type2,1411.496
FDX36,12.28,Regular,0.224607399,Baking Goods,223.14,OUT019,1985,Small,Tier 1,Grocery Store,450.0808
FDD47,7.6,Regular,0.142699588,Starchy Foods,171.74,OUT045,2002,Medium,Tier 2,Supermarket Type1,4431.5648
FDQ46,7.51,Low Fat,0.103726639,Snack Foods,110.65,OUT013,1987,High,Tier 3,Supermarket Type1,1901.5248
FDE56,13.22,Regular,0.158424516,Fruits and Vegetables,62.42,OUT027,1985,Medium,Tier 3,Supermarket Type3,2291.0178
FDY39,12.82,Regular,0.08234117,Meat,185.76,OUT019,1985,Small,Tier 1,Grocery Store,1470.0864
FDG05,11,Regular,0.087847141,Frozen Foods,156.86,OUT046,1997,Small,Tier 1,Supermarket Type1,2972.797
NCR54,13.38,Low Fat,0.158562708,Household,194.71,OUT019,1985,Small,Tier 1,Grocery Store,196.411
FDX57,17.25,Regular,0.047458754,Snack Foods,95.81,OUT018,2009,Medium,Tier 3,Supermarket Type2,1263.6884
FDC17,12.87,Low Fat,0.015385857,Frozen Foods,208.99,OUT027,1985,Medium,Tier 3,Supermarket Type3,9678.0688
DRL60,11.85,Low Fat,0.047377447,Soft Drinks,150.67,OUT019,1985,Small,Tier 1,Grocery Store,457.4046
FDO32,6.36,Low Fat,0.120443298,Fruits and Vegetables,45.41,OUT013,1987,High,Tier 3,Supermarket Type1,1118.544
NCO29,11.15,Low Fat,0.032229348,Health and Hygiene,163.25,OUT013,1987,High,Tier 3,Supermarket Type1,1480.0734
FDJ36,12.28,Regular,0.127638966,Baking Goods,104.53,OUT027,1985,Medium,Tier 3,Supermarket Type3,2563.33
NCF54,18,Low Fat,0.047473135,Household,170.54,OUT045,2002,Medium,Tier 2,Supermarket Type1,3103.9596
FDV04,7.83,Regular,0.149986868,Frozen Foods,158.83,OUT035,2004,Small,Tier 2,Supermarket Type1,1414.1592
NCK30,14.85,Low Fat,0.102065622,Household,254.27,OUT010,1998,Medium,Tier 3,Grocery Store,1775.6886
FDX09,12.99,Low Fat,0.114243048,Snack Foods,174.94,OUT019,1985,Small,Tier 1,Grocery Store,176.437
FDH53,20.5,Regular,0.019183756,Frozen Foods,83.76,OUT013,1987,High,Tier 3,Supermarket Type1,1403.5064
FDT22,10.4,Low Fat,0.112324552,Snack Foods,60.62,OUT045,2002,Medium,Tier 2,Supermarket Type1,778.986
DRF25,11.85,Low Fat,0.068153091,Soft Drinks,36.02,OUT019,1985,Small,Tier 1,Grocery Store,73.238
FDG56,13.3,Regular,0.071597469,Fruits and Vegetables,60.85,OUT045,2002,Medium,Tier 2,Supermarket Type1,918.804
FDG38,12.31,Regular,0.052473797,Canned,83.62,OUT027,1985,Medium,Tier 3,Supermarket Type3,3494.1184
FDS34,19.35,Regular,0.076914745,Snack Foods,114.85,OUT045,2002,Medium,Tier 2,Supermarket Type1,1707.777
FDP44,16.5,Regular,0.079837509,Fruits and Vegetables,102.13,OUT049,1999,Medium,Tier 1,Supermarket Type1,1743.0644
FDW03,5.63,Regular,0.024520854,Meat,102.83,OUT013,1987,High,Tier 3,Supermarket Type1,1986.0814
FDU25,12.35,Low Fat,0.02678995,Canned,58.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,926.7936
NCR17,9.8,Low Fat,0.024432767,Health and Hygiene,116.45,OUT045,2002,Medium,Tier 2,Supermarket Type1,2780.3808
FDY39,5.31,Regular,0.047220268,Meat,181.96,OUT018,2009,Medium,Tier 3,Supermarket Type2,2388.8904
FDA03,18.5,Regular,0.045534457,Dairy,146.31,OUT049,1999,Medium,Tier 1,Supermarket Type1,3645.255
FDG58,10.7,Regular,0,Snack Foods,156.2,OUT046,1997,Small,Tier 1,Supermarket Type1,1869.5664
NCB19,6.53,Low Fat,0.090806457,Household,86.49,OUT017,2007,Medium,Tier 2,Supermarket Type1,1631.8758
FDI07,12.35,Regular,0.033813351,Meat,198.14,OUT049,1999,Medium,Tier 1,Supermarket Type1,3757.1094
NCS06,7.94,Low Fat,0.031730739,Household,261.09,OUT035,2004,Small,Tier 2,Supermarket Type1,2366.919
FDX03,15.85,Regular,0.102262138,Meat,47.17,OUT010,1998,Medium,Tier 3,Grocery Store,90.5488
NCK29,5.62,Low Fat,0,Health and Hygiene,121.97,OUT046,1997,Small,Tier 1,Supermarket Type1,2463.46
FDH16,10.5,Low Fat,0.052511611,Frozen Foods,90.78,OUT013,1987,High,Tier 3,Supermarket Type1,1258.362
FDA55,13.22,Regular,0.056713056,Fruits and Vegetables,223.81,OUT027,1985,Medium,Tier 3,Supermarket Type3,5592.72
FDS20,8.85,Low Fat,0.053950661,Fruits and Vegetables,182.73,OUT049,1999,Medium,Tier 1,Supermarket Type1,4925.5884
FDS31,13.1,Regular,0.044192372,Fruits and Vegetables,180.33,OUT046,1997,Small,Tier 1,Supermarket Type1,2345.6134
FDA23,12.28,Low Fat,0.046958533,Baking Goods,101.3,OUT027,1985,Medium,Tier 3,Supermarket Type3,2327.6368
NCU18,15.1,Low Fat,0.055829496,Household,140.25,OUT035,2004,Small,Tier 2,Supermarket Type1,2681.8424
FDE11,17.7,Regular,0.13498355,Starchy Foods,184.49,OUT013,1987,High,Tier 3,Supermarket Type1,3146.5708
FDE44,14.65,Low Fat,0,Fruits and Vegetables,49.77,OUT045,2002,Medium,Tier 2,Supermarket Type1,837.5764
FDV51,16.35,Low Fat,0.032538896,Meat,165.78,OUT046,1997,Small,Tier 1,Supermarket Type1,2652.5472
FDK51,19.85,Low Fat,0.005264755,Dairy,264.59,OUT017,2007,Medium,Tier 2,Supermarket Type1,5829.7448
FDR36,6.72,Regular,0.121832956,Baking Goods,43.55,OUT045,2002,Medium,Tier 2,Supermarket Type1,838.908
FDU40,20.85,Low Fat,0.037403973,Frozen Foods,192.55,OUT046,1997,Small,Tier 1,Supermarket Type1,2906.217
FDU37,12.31,Regular,0.10400212,Canned,79.8,OUT027,1985,Medium,Tier 3,Supermarket Type3,4074.696
FDV47,17.1,Low Fat,0.054162439,Breads,85.36,OUT013,1987,High,Tier 3,Supermarket Type1,1775.6886
FDF04,12.87,Low Fat,0.023876708,Frozen Foods,258.63,OUT019,1985,Small,Tier 1,Grocery Store,516.6608
FDX16,17.85,Low Fat,0.065797601,Frozen Foods,147.81,OUT035,2004,Small,Tier 2,Supermarket Type1,1947.465
NCL05,19.6,Low Fat,0.047857804,Health and Hygiene,45.08,OUT013,1987,High,Tier 3,Supermarket Type1,605.878
NCL30,13.38,Low Fat,0.048703432,Household,125.93,OUT027,1985,Medium,Tier 3,Supermarket Type3,7158.6816
NCR06,12.5,Low Fat,0.006765149,Household,41.71,OUT046,1997,Small,Tier 1,Supermarket Type1,383.5008
FDX03,15.85,Regular,0.06121988,Meat,45.67,OUT045,2002,Medium,Tier 2,Supermarket Type1,633.8416
FDR32,6.78,Regular,0,Fruits and Vegetables,227.47,OUT046,1997,Small,Tier 1,Supermarket Type1,3197.1716
FDX04,19.6,Regular,0.041563696,Frozen Foods,47.64,OUT035,2004,Small,Tier 2,Supermarket Type1,335.5632
DRH01,17.5,Low Fat,0.098457814,Soft Drinks,171.77,OUT017,2007,Medium,Tier 2,Supermarket Type1,2432.8332
FDO57,20.75,Low Fat,0.108930629,Snack Foods,160.96,OUT045,2002,Medium,Tier 2,Supermarket Type1,1444.1202
FDD11,13.69,Low Fat,0.03046847,Starchy Foods,254.7,OUT027,1985,Medium,Tier 3,Supermarket Type3,3036.048
DRM47,9.3,Low Fat,0.073288275,Hard Drinks,189.18,OUT010,1998,Medium,Tier 3,Grocery Store,382.1692
NCC54,17.75,Low Fat,0.097692448,Health and Hygiene,242.42,OUT035,2004,Small,Tier 2,Supermarket Type1,5543.4508
FDC45,17,Low Fat,0.135944247,Fruits and Vegetables,171.51,OUT049,1999,Medium,Tier 1,Supermarket Type1,1539.9954
FDW46,12.99,Regular,0.123089128,Snack Foods,63.65,OUT019,1985,Small,Tier 1,Grocery Store,65.2484
FDP40,4.56,Regular,0.034328578,Frozen Foods,110.15,OUT013,1987,High,Tier 3,Supermarket Type1,1230.3984
FDM08,10.1,Regular,0.089688978,Fruits and Vegetables,225.51,OUT010,1998,Medium,Tier 3,Grocery Store,1342.2528
FDV52,20.7,Regular,0.121709653,Frozen Foods,119.75,OUT049,1999,Medium,Tier 1,Supermarket Type1,2003.3922
DRB24,8.79,Low Fat,0.020618957,Soft Drinks,153.07,OUT045,2002,Medium,Tier 2,Supermarket Type1,4170.5712
NCC54,17.75,Low Fat,0.163548055,Health and Hygiene,239.32,OUT010,1998,Medium,Tier 3,Grocery Store,723.0588
FDV38,13.43,Low Fat,0.178192864,Dairy,55,OUT019,1985,Small,Tier 1,Grocery Store,109.1912
FDB36,5.47,Regular,0.048625599,Baking Goods,129.26,OUT045,2002,Medium,Tier 2,Supermarket Type1,1311.626
DRH51,13.43,Low Fat,0.170213676,Dairy,89.59,OUT019,1985,Small,Tier 1,Grocery Store,175.7712
FDV45,12.99,Low Fat,0.044829295,Snack Foods,187.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,7510.224
NCL29,13.14,Low Fat,0.113387677,Health and Hygiene,156.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,1584.604
FDU14,17.75,Low Fat,0.058168807,Dairy,249.58,OUT010,1998,Medium,Tier 3,Grocery Store,499.35
FDH17,16.2,Regular,0.016650191,Frozen Foods,97.47,OUT035,2004,Small,Tier 2,Supermarket Type1,1174.4712
FDQ15,20.35,Regular,0.151044881,Meat,79.23,OUT035,2004,Small,Tier 2,Supermarket Type1,649.8208
FDZ44,8.19,Low Fat,0.038948125,Fruits and Vegetables,115.48,OUT017,2007,Medium,Tier 2,Supermarket Type1,820.2656
FDM32,20.5,Low Fat,0.020688969,Fruits and Vegetables,88.18,OUT018,2009,Medium,Tier 3,Supermarket Type2,719.064
NCP29,8.42,Low Fat,0.112249781,Health and Hygiene,64.32,OUT035,2004,Small,Tier 2,Supermarket Type1,703.0848
FDG53,10,Low Fat,0.046116319,Frozen Foods,141.82,OUT017,2007,Medium,Tier 2,Supermarket Type1,838.908
FDT25,7.5,Low Fat,0.050957715,Canned,122.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,2572.6512
FDM39,13.43,Low Fat,0.053211728,Dairy,177.6,OUT027,1985,Medium,Tier 3,Supermarket Type3,8417.7094
FDW35,10.6,Low Fat,0.011111714,Breads,43.85,OUT045,2002,Medium,Tier 2,Supermarket Type1,671.1264
FDD10,20.6,Regular,0.077029195,Snack Foods,177.23,OUT010,1998,Medium,Tier 3,Grocery Store,892.172
FDH08,13.22,Low Fat,0.017344679,Fruits and Vegetables,230.8,OUT027,1985,Medium,Tier 3,Supermarket Type3,5283.123
DRG37,16.2,Low Fat,0.019457372,Soft Drinks,154,OUT018,2009,Medium,Tier 3,Supermarket Type2,1246.3776
FDU01,20.25,Regular,0.012063121,Canned,183.59,OUT017,2007,Medium,Tier 2,Supermarket Type1,2406.2012
NCZ17,12.15,Low Fat,0.079755214,Health and Hygiene,36.65,OUT018,2009,Medium,Tier 3,Supermarket Type2,493.3578
FDU34,12.99,Low Fat,0.074830794,Snack Foods,125.9,OUT027,1985,Medium,Tier 3,Supermarket Type3,4482.1656
FDB16,8.21,Low Fat,0.044917289,Dairy,88.52,OUT035,2004,Small,Tier 2,Supermarket Type1,1133.8574
FDG10,6.63,Regular,0.018310142,Snack Foods,57.76,OUT010,1998,Medium,Tier 3,Grocery Store,57.2588
FDH46,6.94,Regular,0.041247932,Snack Foods,101.83,OUT013,1987,High,Tier 3,Supermarket Type1,2255.7304
FDC16,13.43,Regular,0.0204702,Dairy,88.25,OUT027,1985,Medium,Tier 3,Supermarket Type3,2510.066
FDH50,15,Regular,0.161404914,Canned,185.83,OUT035,2004,Small,Tier 2,Supermarket Type1,1844.266
NCZ18,7.83,Low Fat,0.186067862,Household,255.47,OUT046,1997,Small,Tier 1,Supermarket Type1,5073.396
FDJ32,10.7,Low Fat,0.057792343,Fruits and Vegetables,61.45,OUT046,1997,Small,Tier 1,Supermarket Type1,428.7752
DRI23,18.85,Low Fat,0,Hard Drinks,162.06,OUT035,2004,Small,Tier 2,Supermarket Type1,3209.156
DRD01,12.1,Regular,0.061270647,Soft Drinks,53.26,OUT049,1999,Medium,Tier 1,Supermarket Type1,386.8298
FDY02,8.95,Regular,0.087823675,Dairy,261.09,OUT045,2002,Medium,Tier 2,Supermarket Type1,3418.883
FDG38,8.98,Regular,0.05281112,Canned,86.62,OUT049,1999,Medium,Tier 1,Supermarket Type1,1704.448
NCG30,20.2,Low Fat,0.112495847,Household,124.4,OUT049,1999,Medium,Tier 1,Supermarket Type1,1120.5414
FDO31,6.76,Regular,0.029100745,Fruits and Vegetables,80.7,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272
NCU42,9,Low Fat,0.019546214,Household,168.15,OUT045,2002,Medium,Tier 2,Supermarket Type1,4211.185
NCG30,20.2,Low Fat,0.112549008,Household,123.1,OUT045,2002,Medium,Tier 2,Supermarket Type1,1120.5414
NCA30,19,Low Fat,0,Household,189.19,OUT046,1997,Small,Tier 1,Supermarket Type1,567.2616
FDF29,15.1,Regular,0.019917598,Frozen Foods,129.43,OUT013,1987,High,Tier 3,Supermarket Type1,3505.437
FDI14,14.1,Low Fat,0.089817198,Canned,142.75,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.74
FDY57,20.2,Regular,0.121442754,Snack Foods,94.98,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528
FDT27,12.82,Regular,0.069250192,Meat,232.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,3515.424
FDM46,12.99,Low Fat,0.159193194,Snack Foods,92.71,OUT027,1985,Medium,Tier 3,Supermarket Type3,3635.268
NCD30,13.38,Low Fat,0,Household,98.17,OUT027,1985,Medium,Tier 3,Supermarket Type3,978.726
FDJ15,13.43,Regular,0.023209537,Dairy,183.36,OUT027,1985,Medium,Tier 3,Supermarket Type3,6064.1064
NCW05,20.25,Low Fat,0.148372897,Health and Hygiene,108.89,OUT045,2002,Medium,Tier 2,Supermarket Type1,3644.5892
FDT13,14.85,Low Fat,0,Canned,187.72,OUT010,1998,Medium,Tier 3,Grocery Store,188.4214
NCP06,20.7,Low Fat,0.065689432,Household,149.74,OUT010,1998,Medium,Tier 3,Grocery Store,151.1366
FDP03,5.15,Regular,0.061301149,Meat,122.14,OUT045,2002,Medium,Tier 2,Supermarket Type1,2352.9372
NCM30,13.38,Low Fat,0.117825569,Household,43.28,OUT019,1985,Small,Tier 1,Grocery Store,41.2796
FDK20,12.6,Regular,0.04152307,Fruits and Vegetables,124.31,OUT013,1987,High,Tier 3,Supermarket Type1,5022.7952
FDX01,10.1,Low Fat,0.024201905,Canned,114.92,OUT049,1999,Medium,Tier 1,Supermarket Type1,2796.36
FDV57,15.25,Regular,0.066269294,Snack Foods,179.67,OUT017,2007,Medium,Tier 2,Supermarket Type1,6471.576
FDY34,10.5,Regular,0.01100413,Snack Foods,167.18,OUT045,2002,Medium,Tier 2,Supermarket Type1,2984.1156
FDP37,12.77,Low Fat,0.250560049,Breakfast,127,OUT019,1985,Small,Tier 1,Grocery Store,385.4982
FDP22,14.65,Regular,0.099113429,Snack Foods,52.87,OUT035,2004,Small,Tier 2,Supermarket Type1,461.3994
FDS25,6.89,Regular,0.140008554,Canned,108.72,OUT046,1997,Small,Tier 1,Supermarket Type1,2542.0244
NCY18,7.29,Low Fat,0.031278532,Household,176.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,2626.581
FDO08,11.1,Regular,0.05373063,Fruits and Vegetables,165.15,OUT013,1987,High,Tier 3,Supermarket Type1,1480.0734
NCI43,13.38,Low Fat,0.025842951,Household,48.64,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816
FDH16,10.5,Low Fat,0.052555346,Frozen Foods,89.68,OUT046,1997,Small,Tier 1,Supermarket Type1,988.713
NCZ05,13.14,Low Fat,0.10178199,Health and Hygiene,104.7,OUT019,1985,Small,Tier 1,Grocery Store,103.199
DRE49,20.75,Low Fat,0.021293097,Soft Drinks,151.9,OUT045,2002,Medium,Tier 2,Supermarket Type1,2732.4432
FDO09,12.99,Regular,0.124668026,Snack Foods,261.09,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.811
FDA08,11.85,Regular,0.050043472,Fruits and Vegetables,164.65,OUT013,1987,High,Tier 3,Supermarket Type1,2137.8838
NCD55,14,Low Fat,0.024468806,Household,41.15,OUT017,2007,Medium,Tier 2,Supermarket Type1,503.3448
NCR50,20.2,Low Fat,0.01181025,Household,154.63,OUT013,1987,High,Tier 3,Supermarket Type1,4287.752
NCC06,19,Low Fat,0.027028323,Household,127.03,OUT049,1999,Medium,Tier 1,Supermarket Type1,3962.8416
FDC34,16,Regular,0.172615327,Snack Foods,154.6,OUT013,1987,High,Tier 3,Supermarket Type1,1869.5664
FDQ49,12.77,Regular,0.06871772,Breakfast,155.56,OUT019,1985,Small,Tier 1,Grocery Store,469.389
FDS60,20.85,Low Fat,0.032421521,Baking Goods,181.67,OUT013,1987,High,Tier 3,Supermarket Type1,1438.128
FDP10,19,Low Fat,0.127983545,Snack Foods,107.66,OUT013,1987,High,Tier 3,Supermarket Type1,1270.3464
FDW46,13,Regular,0.070288365,Snack Foods,64.35,OUT035,2004,Small,Tier 2,Supermarket Type1,2218.4456
FDG53,10,Low Fat,0.076755106,Frozen Foods,141.62,OUT010,1998,Medium,Tier 3,Grocery Store,139.818
FDP57,17.5,Low Fat,0.052434201,Snack Foods,104,OUT035,2004,Small,Tier 2,Supermarket Type1,1857.582
NCP43,13.85,Low Fat,0.053413906,Others,181.77,OUT019,1985,Small,Tier 1,Grocery Store,179.766
FDW49,19.5,Low Fat,0.083019163,Canned,180.2,OUT017,2007,Medium,Tier 2,Supermarket Type1,5193.9058
FDA28,16.1,Regular,0.080010553,Frozen Foods,124.24,OUT010,1998,Medium,Tier 3,Grocery Store,377.5086
NCS42,8.6,Low Fat,0.069403341,Household,91.21,OUT035,2004,Small,Tier 2,Supermarket Type1,2554.0088
FDP21,12.99,Regular,0.025616191,Snack Foods,188.19,OUT027,1985,Medium,Tier 3,Supermarket Type3,6239.8776
DRJ39,20.25,Low Fat,0.036326064,Dairy,220.15,OUT046,1997,Small,Tier 1,Supermarket Type1,3066.6748
FDH12,9.6,Low Fat,0.085434195,Baking Goods,105.03,OUT017,2007,Medium,Tier 2,Supermarket Type1,2556.672
FDQ13,11.1,Low Fat,0.010658153,Canned,83.09,OUT049,1999,Medium,Tier 1,Supermarket Type1,1593.9252
NCQ06,13,Low Fat,0.041994899,Household,254.7,OUT018,2009,Medium,Tier 3,Supermarket Type2,5100.028
FDL40,12.87,Low Fat,0.011556919,Frozen Foods,94.74,OUT027,1985,Medium,Tier 3,Supermarket Type3,1641.197
NCE54,20.7,Low Fat,0,Household,74.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,1880.885
FDL58,5.78,Regular,0.124110349,Snack Foods,262.36,OUT010,1998,Medium,Tier 3,Grocery Store,790.9704
FDW38,5.33,Regular,0.139244918,Dairy,53.03,OUT018,2009,Medium,Tier 3,Supermarket Type2,377.5086
FDD17,7.5,Low Fat,0.032599801,Frozen Foods,238.19,OUT013,1987,High,Tier 3,Supermarket Type1,3327.6684
FDK25,11.6,Regular,0.157075658,Breakfast,166.65,OUT049,1999,Medium,Tier 1,Supermarket Type1,4211.185
FDR22,12.99,Regular,0.018472714,Snack Foods,109.95,OUT027,1985,Medium,Tier 3,Supermarket Type3,5257.1568
FDU35,6.44,Low Fat,0,Breads,99.87,OUT045,2002,Medium,Tier 2,Supermarket Type1,1498.05
FDR35,12.5,Low Fat,0.020739698,Breads,198.97,OUT045,2002,Medium,Tier 2,Supermarket Type1,995.371
NCZ18,7.83,Low Fat,0.186825823,Household,253.57,OUT018,2009,Medium,Tier 3,Supermarket Type2,3805.047
FDF22,6.87,Low Fat,0.09512291,Snack Foods,212.32,OUT010,1998,Medium,Tier 3,Grocery Store,427.4436
FDD17,7.5,Low Fat,0.03269312,Frozen Foods,238.79,OUT045,2002,Medium,Tier 2,Supermarket Type1,4040.7402
DRD37,9.8,Low Fat,0.013841737,Soft Drinks,45.21,OUT046,1997,Small,Tier 1,Supermarket Type1,1211.756
FDC08,19,Regular,0.103449993,Fruits and Vegetables,225.47,OUT046,1997,Small,Tier 1,Supermarket Type1,3169.208
FDU57,8.27,Regular,0.089554186,Snack Foods,150.87,OUT046,1997,Small,Tier 1,Supermarket Type1,2407.5328
FDZ58,17.85,Low Fat,0.052257982,Snack Foods,121.81,OUT049,1999,Medium,Tier 1,Supermarket Type1,2450.144
FDY01,11.8,Regular,0.170251293,Canned,116.48,OUT035,2004,Small,Tier 2,Supermarket Type1,1958.1178
FDG09,20.6,Regular,0.048131556,Fruits and Vegetables,187.16,OUT018,2009,Medium,Tier 3,Supermarket Type2,4693.89
NCE54,20.7,Low Fat,0.026899856,Household,73.94,OUT046,1997,Small,Tier 1,Supermarket Type1,677.1186
